2021-05-26 08:50:44.391 [main] INFO  cn.angelo.hawkeye.HawkeyeApplication[55] - Starting HawkeyeApplication on DESKTOP-P5AQTDK with PID 22752 (D:\myworkspace\hawkeye\target\classes started by yunyi in D:\myworkspace\hawkeye)
2021-05-26 08:50:51.316 [main] INFO  cn.angelo.hawkeye.HawkeyeApplication[61] - Started HawkeyeApplication in 8.578 seconds (JVM running for 13.916)
2021-05-26 08:50:57.249 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:50:57.251 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:18.17%
2021-05-26 08:50:57.252 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:11.57%
2021-05-26 08:50:57.252 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:50:57.253 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:70.15%
2021-05-26 08:50:57.253 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:50:57.257 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:50:58.611 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:50:58.612 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:13.16%
2021-05-26 08:50:58.613 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:14.93%
2021-05-26 08:50:58.613 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:50:58.614 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:71.82%
2021-05-26 08:50:58.614 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:50:58.614 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:51:07.924 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:51:07.925 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:12.24%
2021-05-26 08:51:07.926 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:11.37%
2021-05-26 08:51:07.927 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:51:07.927 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:76.32%
2021-05-26 08:51:07.927 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:51:07.928 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:51:17.886 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:51:17.887 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:13.17%
2021-05-26 08:51:17.887 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:13.23%
2021-05-26 08:51:17.887 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:51:17.887 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:73.54%
2021-05-26 08:51:17.888 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:51:17.888 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:51:27.868 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:51:27.868 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:11.15%
2021-05-26 08:51:27.869 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:9.09%
2021-05-26 08:51:27.869 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:51:27.869 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:79.73%
2021-05-26 08:51:27.870 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:51:27.870 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:51:37.874 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:51:37.875 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:15.22%
2021-05-26 08:51:37.875 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:10.61%
2021-05-26 08:51:37.876 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:51:37.876 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:74.06%
2021-05-26 08:51:37.876 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:51:37.876 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:51:47.926 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:51:47.927 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:9.44%
2021-05-26 08:51:47.927 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:24.44%
2021-05-26 08:51:47.928 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:51:47.929 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:66.1%
2021-05-26 08:51:47.929 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:51:47.929 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:51:58.017 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:51:58.017 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:11.51%
2021-05-26 08:51:58.018 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:18.38%
2021-05-26 08:51:58.018 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:51:58.018 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:70.04%
2021-05-26 08:51:58.018 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:51:58.018 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:52:07.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:52:07.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:10.96%
2021-05-26 08:52:07.969 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:12.87%
2021-05-26 08:52:07.969 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:52:07.969 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:76.12%
2021-05-26 08:52:07.969 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:52:07.970 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:52:17.897 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:52:17.898 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:7.1%
2021-05-26 08:52:17.898 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:13.78%
2021-05-26 08:52:17.898 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:52:17.899 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:79.05%
2021-05-26 08:52:17.899 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:52:17.899 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:52:27.847 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:52:27.847 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:10.61%
2021-05-26 08:52:27.848 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:7.58%
2021-05-26 08:52:27.848 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:52:27.848 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:81.82%
2021-05-26 08:52:27.848 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:52:27.848 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:52:37.863 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:52:37.864 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:9.42%
2021-05-26 08:52:37.864 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:24.44%
2021-05-26 08:52:37.865 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:52:37.865 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:66.1%
2021-05-26 08:52:37.865 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:52:37.865 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:52:47.945 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:52:47.945 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:13.36%
2021-05-26 08:52:47.945 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:15.87%
2021-05-26 08:52:47.945 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:52:47.946 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:70.7%
2021-05-26 08:52:47.946 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:52:47.946 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:52:58.393 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:52:58.394 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:15.71%
2021-05-26 08:52:58.395 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:55.7%
2021-05-26 08:52:58.395 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:52:58.395 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:28.5%
2021-05-26 08:52:58.396 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:52:58.396 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:53:08.196 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:53:08.197 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:10.99%
2021-05-26 08:53:08.197 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:34.96%
2021-05-26 08:53:08.198 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:53:08.198 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:53.98%
2021-05-26 08:53:08.198 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:53:08.198 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:53:17.967 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:53:17.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:9.61%
2021-05-26 08:53:17.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:14.18%
2021-05-26 08:53:17.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:53:17.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:76.11%
2021-05-26 08:53:17.968 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:53:17.969 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:53:28.150 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:53:28.151 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:8%
2021-05-26 08:53:28.152 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:64.37%
2021-05-26 08:53:28.153 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:53:28.154 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:27.61%
2021-05-26 08:53:28.155 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:53:28.156 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:53:37.825 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:53:37.825 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:9.49%
2021-05-26 08:53:37.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:7.21%
2021-05-26 08:53:37.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:53:37.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:83.3%
2021-05-26 08:53:37.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:53:37.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:53:47.868 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:53:47.868 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:10.92%
2021-05-26 08:53:47.869 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:13.07%
2021-05-26 08:53:47.869 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:53:47.869 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:75.95%
2021-05-26 08:53:47.870 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:53:47.870 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:53:57.933 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:53:57.934 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:12.06%
2021-05-26 08:53:57.934 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:7.83%
2021-05-26 08:53:57.934 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:53:57.934 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:80.04%
2021-05-26 08:53:57.934 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:53:57.934 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:54:07.825 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:54:07.825 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:9.26%
2021-05-26 08:54:07.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:7.95%
2021-05-26 08:54:07.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:54:07.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:82.76%
2021-05-26 08:54:07.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:54:07.826 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:54:17.852 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:54:17.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:11.5%
2021-05-26 08:54:17.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:12.69%
2021-05-26 08:54:17.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:54:17.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:75.76%
2021-05-26 08:54:17.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:54:17.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:54:27.829 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:54:27.829 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:6.98%
2021-05-26 08:54:27.829 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:8.72%
2021-05-26 08:54:27.829 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:54:27.830 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:84.28%
2021-05-26 08:54:27.830 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:54:27.830 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:10.21%
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:10.45%
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:79.3%
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:54:37.913 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:54:47.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:54:47.853 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:9.64%
2021-05-26 08:54:47.854 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[45] - cpu用户使用率:11.18%
2021-05-26 08:54:47.854 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[46] - cpu当前等待率:0%
2021-05-26 08:54:47.854 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[47] - cpu当前空闲率:79.16%
2021-05-26 08:54:47.854 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[48] - CPU load: %.1f%% (counting ticks)%n
2021-05-26 08:54:47.854 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[49] - CPU load: %.1f%% (OS MXBean)%n
2021-05-26 08:54:57.816 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[43] - cpu核数:8
2021-05-26 08:54:57.816 [pool-2-thread-1] INFO  cn.angelo.hawkeye.collect.StatisticsTask[44] - cpu系统使用率:6.67%
